text,label
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"Erik Ten Hag is doing a great job at Manchester United. He s the perfect man for the job """"",no-hate
"Erik Ten Hag please which one is we will keep fighting cos we are strong when you are not even fighting for anything as a Club.""""",no-hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"@OllieHolt22 INEOS sacks Erik ten Hag: Immediately goes against this long-term plan they ve been banging on about over the last few weeks. INEOS doesn t sack him: EtH continues failing to get a tune out of a sub-par group of players. #MUFC""""",no-hate
"Premier League release statement on controversial West Ham penalty as Man Utd and Erik ten Hag left furious at decision https://t.co/d4Fsko9VZF https://t.co/d4Fsko9VZF""""",no-hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"It s true that Erik Ten Hag cannot be held responsible for players missing their chances or committing needless fouls. These things happpen. What Ten Hag must be held responsible for are systematic problems that constantly put players into subpar situations and reduce their https://t.co/xRGiDyJQGN""""",no-hate
" Erik ten Hag for @BBCRMsport after the loss to West Ham! ï¸ https://t.co/eBlHEIJEsC""""",no-hate
"Manchester United is officially a bottle table Premier League club. Erik Ten Hag is overworking https://t.co/SppQi3eJPK""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"It s true that Erik Ten Hag cannot be held responsible for players missing their chances or committing needless fouls. These things happpen. What Ten Hag must be held responsible for are systematic problems that constantly put players into subpar situations and reduce their https://t.co/xRGiDyJQGN""""",no-hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
" Will ten Hag see out the week I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire. https://t.co/PZoldvCq8L""""",no-hate
"Early this year I said if @ManUtd refused to sack Erik Ten Hag she will end up at the lower part of the league. Manchester United is currently 14th in the league. But that's not where I was envisaging. People often wondered how a clue once contending for the league suddenly""""",no-hate
"It s true that Erik Ten Hag cannot be held responsible for players missing their chances or committing needless fouls. These things happpen. What Ten Hag must be held responsible for are systematic problems that constantly put players into subpar situations and reduce their https://t.co/xRGiDyJQGN""""",no-hate
"@ManUtd Erik ten hag for life please He s doing a fantastic job""""",no-hate
"Erik ten Hag: We played so well. One team should have won today. The other team [West Ham] did not have any right to win this game. This is definitely not clear and obvious [from David Coote]. The VAR [Michael Oliver] should stay away from this. https://t.co/DLgfIEZIAH""""",no-hate
"Premier League release statement on controversial West Ham penalty as Man Utd and Erik ten Hag left furious at decision https://t.co/d4Fsko9VZF https://t.co/d4Fsko9VZF""""",no-hate
"I ll never forgive Erik ten Hag """"",hate
"You definitely lost your mind if you gonna blame that horrible game on the Manager Erik Ten Hag can only do so much these players are just not I terested in playing for this club that's simple if you think otherwise you are also part of the problem.""""",no-hate
"Breaking News!!!!! @FabrizioRomano Erik Ten Hag has been sacked by Manchester United Directors!! #ManchesterUnited #TenHagOut #PremierLeague #FIFA #uefachampionsleague https://t.co/EulOObRsCu""""",no-hate
"@fairlyodd_tweet I don't understand you this man. Only 3 players out of the xl are not his (Bruno Rashford Dalot) No way you want me to believe the 3 Erik ten hag favourite boys are the reason he can't win games consistently.""""",no-hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
"@TheEuropeanLad 1-0 West Ham United. THE DUTCH SUMMERVILLE HAS GIVEN THEM THE LEAD VS MANCHESTER UNITED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ERIK TEN HAG IN TROUBLE ONCE AGAIN !!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/5tBnWFuPO0""""",hate
"@ESPNFC Erik ten Hag criticized the decision-making process that led to West Ham's late winner emphasizing the need for clarity and consistency in officiating... """"",no-hate
"Erik Ten Hag trying to coach Man Utd players https://t.co/Ubo5WBELyK""""",no-hate
"Like this tweet if you want Erik Ten hag to stay at Manchester United https://t.co/mo3KIJv36y""""",no-hate
"Erik Ten Hag judgement day is coming. You will pay for your sins""""",hate
"@ManUtd Sack Erik ten Hag! He has overstayed his welcome """"",hate
"@privilege_mufc You may want to rewrite this and apportion blame to the right quarters Erik Ten Hag. He solely takes the blame for the lackluster and unimpressive performances the team have churned out so far""""",no-hate
"I need someone to buy me an iPad so I can see Erik Ten Hag's Manchester united on the pl table""""",no-hate
"Erik ten hag needs to be banned from coaching. He's a crime against Manchester United.""""",hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"@thetalkerholic @UTDKara If you can't score goals Nothing to look for All manager wants to win That's why Erik ten hag love mac- tominay""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"That s our new RWB Erik Ten Hag football """"",no-hate
"Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst.""""",hate
"Manchester United is officially a bottle table Premier League club. Erik Ten Hag is overworking https://t.co/SppQi3eJPK""""",no-hate
"@fairlyodd_tweet I don't understand you this man. Only 3 players out of the xl are not his (Bruno Rashford Dalot) No way you want me to believe the 3 Erik ten hag favourite boys are the reason he can't win games consistently.""""",no-hate
"@UnitedCanadiens If Martin keeps on doing well I'm very tempted in giving him a senior debut at some point in the season. There is no age for talent when it is real. However we need a manager who has balls in testing the kids and that manager is not Erik ten Hag.""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"@TenHagEra Who has ultimate responsibility for coaching their finishing skills? That would be Erik Ten Hag """"",no-hate
"JUST SEEN UNITED SCORE LOOOOOOOOOOOL FUCK YOUUUUUUU @ErikTenHag""""",hate
"Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar SolskjÃ¦r""""",hate
"Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh""""",no-hate
"What s INEOS waiting for? Erik ten Hag got to go. Aren t Arsenal s title hopes up in smoke already?""""",no-hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/R6kE8wB3iU""""",no-hate
"ð³ð± Erik ten Hag has just ððð win in his last ððððð games for Manchester United this season. https://t.co/O9QrSupvef""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"Last time we won at West Ham it was decided by two players deemed not good enough by Erik Ten Hag. Ronaldo and De Gea penalty save. https://t.co/4N1QeWuxkB""""",no-hate
"@TrollFootball Erik Ten Hag have done a good job for his team but unfortunately injuries have really hurt Manchester United""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"This is Erik Ten Hag his beautiful Wife and lovely Daughter. Ten Hag must stay https://t.co/Zrts7Re8AC""""",no-hate
"You definitely lost your mind if you gonna blame that horrible game on the Manager Erik Ten Hag can only do so much these players are just not I terested in playing for this club that's simple if you think otherwise you are also part of the problem.""""",no-hate
"Oga no hear our every game just sack Erik ten Hag ..""""",hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"VAR controversy gives Ten Hag another way to blame anything other than himself: Manchester United sit 14th in the Premier League with only 11 points yet once again Erik ten Hag got to blame the officials for a costly defeat. https://t.co/gtIJTKDNMV""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"@Iamdaniel_sage @nelsonhands20 You can say anything against Arteta call him names that's ok but calling him fraud? If Arteta is fraud what's Erik Ten Hag?""""",no-hate
"@dartvarder Do you still back Erik Ten Hag?""""",no-hate
"ï¸ Erik ten Hag: In this moment definitely the luck is not on our side. It is not about me. Last season was not different but in the end we turned it around. We are so determined it will be the same again. We have to turn it around + we will. #MUFC #GGMU #tenhag #PremierLeague https://t.co/gnvBZXi2HU""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"The people that want Erik Ten Hag is sacked are the same set of people that put the Nigerian economy in a state of comatose. If Man united sack him how does he provide for his beautiful family? https://t.co/aEuv6Mhg0W""""",no-hate
"@UtdShiv I just thought about it again - Erik Ten Hag will actually do well in another club. However with Manchester United there s so many factors involved""""",no-hate
"Man United's 2-1 defeat at West Ham increases the pressure on Erik ten Hag. Who might be getting a call to replace him in the coming days/weeks? Find the latest odds to be United's next manager #MUFC #ManUtd #TenHag https://t.co/trtQMvy5FO""""",no-hate
"I hope Erik Ten Hag is taking part in the #HallelujahChallenge2024 for the sake of Manchester United. âï¸âï¸âï¸âï¸""""",no-hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
"@PhokMei @TenHagEra 8 games 1 win = relegation form cha. erik ten hag is ensuring we are in a proper mighty relegation scrap. he has to go blud come tf on""""",hate
"ð³ð± Erik ten Hag has just ððð win in his last ððððð games for Manchester United this season. https://t.co/O9QrSupvef""""",no-hate
"What an appalling amount of money Utd have spent and got so little in return from. Erik Ten Hag has either made some horrendously poor transfer choices or he hasn't got the best out of them. For me there are some on that list that have been a massive flop Antony for one! #mufc""""",no-hate
"Once again before I will eat dinner it won t be well for Erik Ten hag""""",hate
"I ll never forgive Erik ten Hag """"",hate
"West ham 2: 1 Man Utd Premier league #sportsontiktok #miss_godspower #manchesterunited #westham #eriktenhag #premierleague https://t.co/zf9vFiR10n""""",no-hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"@UnitedCanadiens If Martin keeps on doing well I'm very tempted in giving him a senior debut at some point in the season. There is no age for talent when it is real. However we need a manager who has balls in testing the kids and that manager is not Erik ten Hag.""""",no-hate
"Erik ten Hag being sacked by November was on 99.9% of our bingo cards when he signed that 3 year contract in the summer. The only question is if he actually makes it to November at all. Surely United can't carry on like this for much longer. #MUFC""""",no-hate
"I think Erik Ten Hag should be collecting his letter this night!""""",no-hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"@LVGsLegacy @ole_was_right The fans and club done the same with Erik ten Hag because he won the fa cup they said okay we need to keep him even though in other areas and metrics we were piss poor. So it isn't only about winning a final that proves progression. Every metric has to improve for progression""""",no-hate
"@RatcliffeUtdEra Ever since Erik ten Hag become Man Utd manager of of the club Man Utd have failed to win all there top 6 teams in premier league away from home and Man Utd lest win in Europe League was 1 year ago lest October 2023 so you said you are an Man Utd fan then""""",no-hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"ð³ð± Erik ten Hag has just ððð win in his last ððððð games for Manchester United this season. https://t.co/O9QrSupvef""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"@TrollFootball Once united sack Erik Ten Hag some players should be sacked as well for the team to have shape again""""",hate
"@centregoals :Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . https://t.co/kBb3SPWmbr""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/PkMb45kpiP""""",no-hate
"@Jamie54411401 @ReRe416842 @JohnMcMah0n Arteta has played under Moyes and Wenger. And been right hand man to Pep. The fact he's decided to be Moyes Mk2 is hilarious. Bottled 2 leagues and won 1 Cup in 5 years after spending millions Erik ten Hag has a better legacy than Arteta """"",no-hate
"Erik Ten Hag is doing a commendable job at Manchester United! """"",no-hate
"Erik ten Hag: We played so well. One team should have won today. The other team [West Ham] did not have any right to win this game. This is definitely not clear and obvious [from David Coote]. The VAR [Michael Oliver] should stay away from this. https://t.co/DLgfIEZIAH""""",no-hate
":Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . #MUFC""""",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"@TenHagEra Who has ultimate responsibility for coaching their finishing skills? That would be Erik Ten Hag """"",no-hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"@PhokMei @TenHagEra 8 games 1 win = relegation form cha. erik ten hag is ensuring we are in a proper mighty relegation scrap. he has to go blud come tf on""""",hate
"@RMCF_Jude Erik Ten Hag is good the main problems are the players they play like they are kids""""",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"The fact that I so badly want Erik Ten Hag to succeed https://t.co/cWrwrXwvM6""""",no-hate
"One chance one goal. Erik Ten Hag's dipshits scored one goal from 150 chances in the previous game.""""",no-hate
"INEOS are too scared to pull the trigger on Erik Ten Hag because they are scared to admit that they made a massive mistake by keeping him""""",no-hate
"@TenHagEra Who has ultimate responsibility for coaching their finishing skills? That would be Erik Ten Hag """"",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/IW3aRvjzOi""""",no-hate
"Erik Ten Hag Will Be SACKED - But When? West Ham 2-1 Manhcester United |... https://t.co/ODW1WiOwpv via @YouTube""""",hate
"@UTDKara I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"@metalmarkie How is Erik Ten Hag right now""""",no-hate
"Man United will be making a big mistake if they sack Erik Ten Hag. Erik Ten Hag has won two trophies for Man United and he is a man with family. TEN HAG MUST NOT BE SACKED. https://t.co/O9lYHkVcZi""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"@UnitedStandMUFC I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
"Erik Ten Hag after every game to those supporters who still want him at the club. #PremierLeague #ManchesterUnited #MUFC #WHUMUN #WestHamUnited https://t.co/ynukoxYirA""""",no-hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"@UtdBloke_ Rome wasn't built in a day bro! Have some patience. Erik Ten Hag is the right man for the job. """"",no-hate
"This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/k3470uoBSX""""",no-hate
"i m gonna kill myself in front of erik ten hag to change the trajectory of his life forever in hopes that the trajectory of manchester united football club will change""""",hate
"We've gone: W-D-L in the first 3 games of this run My feelings are already clear and with FOUR home games in a row now if Erik Ten Hag can't win ALL these games then he can have no excuses and he should lose his job. 4 wins from 14 games is simply unacceptable. #MUFC #WHUMUN""""",hate
" - Erik Ten Hag was FURIOUS with the penalty decision as he should! https://t.co/HxEXaEhwH7""""",no-hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
" I was told... BBC journalist provides an update on Erik ten Hag's future following #mufc's loss â¬ï¸ https://t.co/f3rVbV8WYQ""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/3mfnpwYHIe | Pidom | Ibadan | Pastor Jerry Eze | Hausa | Seun Kuti | Northern Nigeria | Sabinus | Kano | TG Omori |Simon Ekpa | Mourinho |""""",no-hate
"ï¸ Erik ten Hag: We feel an injustice there are so many things against us. We have to stick together and keep fighting. #MUFC https://t.co/jOGpJvJUHK""""",no-hate
"Manchester United after losing to Westham | There is a conspiracy against Erik Ten Hag he must not be Sacked he is doing well! https://t.co/x75DGUKbmG""""",no-hate
"Erik ten hag is making me hate bald people""""",hate
"It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose.""""",no-hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"i m gonna kill myself in front of erik ten hag to change the trajectory of his life forever in hopes that the trajectory of manchester united football club will change""""",hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"@unitedtunnel NO! And the won't retain Erik Ten Hag if the take over.""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"@UnitedStandMUFC I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"@centregoals :Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . https://t.co/kBb3SPWmbr""""",no-hate
"At some point we all have to realize that the level at which we miss clear cut chances is may not be a coincidence. The level is of quality doesn t justify this injustice. Something has to change #erik ten hag #MUFC #ineos""""",no-hate
"One chance one goal. Erik Ten Hag's dipshits scored one goal from 150 chances in the previous game.""""",no-hate
"If erik ten hag loves and respects himself he will leave this club alongside dalot.""""",no-hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"Erik Ten Hag deÉ i leave him to my God. What a useless coach""""",hate
"Erik Ten Hag trying to coach Man Utd players https://t.co/Ubo5WBELyK""""",no-hate
"ï¸ Erik ten Hag: We have to deal with this frustration and disappointment. That's what we're going to do. We're strong. The staff is strong the players are strong and we're going to keep fighting for Man United starting on Wednesday. #MUFC https://t.co/N59sS758y0""""",no-hate
"Dear @ManUtd if #ErikTenHag were to get fired who would you like to replace him?""""",no-hate
"@imzispoms Erik Ten Hag obviously. How many Mickey Mouse cups does Flick have?""""",no-hate
" Will ten Hag see out the week I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire. https://t.co/PZoldvCq8L""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
"A question for Erik ten Hag. Why create a system where Dalot finds himself infront of goal and cant score. Terrible miss btw. Why not create a system where those chances fall to your striker. Am sure Rasmus Hojlund scores 2-3 out of five of those.""""",hate
"Matches played: 9 Point: 11 Man United's 9/11 When you are a Former Manchester United fan Forever Ronaldo fan and Erik Ten hag hater then you can sleep well nowadays I'm sleeping well .... https://t.co/IUCb7hy7oD""""",no-hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"West ham 2: 1 Man Utd Premier league #sportsontiktok #miss_godspower #manchesterunited #westham #eriktenhag #premierleague https://t.co/zf9vFiR10n""""",no-hate
"@metalmarkie How is Erik Ten Hag right now""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/PkMb45kpiP""""",no-hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"ERIK TEN HAG HAS LOST 18 OF HIS LAST 47 GAMES! WHY THE FUCK ARENT WE PROTESTING THROUGH THE STREETS!! HES DOING MORE DAMAGE TO OUR CLUB THAN THE FUCKING GLAZERS""""",hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"1 Win in the last 8 games and Erik ten Hag is still the coach of Man United? https://t.co/6TXih9dbHl""""",no-hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"@Ic3Evaa I need his family to starve his son and everyone associated with SEG put in the nastiest North Korean prison Kees Vos Brent di Cesare and Erik ten Hag executed in front of a roaring crowd.""""",no-hate
"1 Win in the last 8 games and Erik ten Hag is still the coach of Man United? https://t.co/6TXih9dbHl""""",no-hate
"@mrmichaelbarton You emotionally attached to Erik Ten Hag""""",no-hate
"Saka is the type of player Erik Ten Hag needs in his team. Direct and purposeful""""",no-hate
"https://t.co/OBiIKqoaVk Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea: Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. #ArticleBlog https://t.co/dGJ3TNaRnI""""",no-hate
"@ManUtd Let's move on from Erik Ten Hag. Bring another manager""""",no-hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"ï¸ Erik ten Hag: In soccer it's not always the best team that wins and today was a perfect example of that. Only one team deserved to win today. We played very well with and without the ball but to win you have to score. #MUFC https://t.co/EgDG4V81lZ""""",no-hate
"#ErikTenHag claims the best team did not win as he criticises VAR video https://t.co/K3nZLivOde""""",no-hate
"@MaritStensby I don't have an agenda against Erik ten Hag I just don't support him anymore. That is really unfair.""""",hate
"Erik Ten Hag coached a comfortable win today. That s all he can do. He can t personally put the ball in the net and he can t control the decisions of inept (or corrupt) officials. This loss isn t on him! #WHUMUN #TenHag #ManUtd""""",no-hate
"ï¸ Erik ten Hag: We have to deal with this frustration and disappointment. That's what we're going to do. We're strong. The staff is strong the players are strong and we're going to keep fighting for Man United starting on Wednesday. #MUFC https://t.co/N59sS758y0""""",no-hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"14th place just isn t good enough for Manchester United Football Club. Excuses and injuries don t make up the fact that there is no beauty in this boring ETH style of play. Sack or Keep Erik Ten Hag? #MUFC #ManchesterUnited #manutd #PremierLeague #futbol #GlazersOut""""",no-hate
"@UnitedStandMUFC Yes well guess who recruited three of the midfield players ? Mr Erik Ten Hag. You know the manager that you would still rather keep .""""",no-hate
"How is Erik ten hag even walking a free man sef""""",no-hate
"Erik Ten Hag coached a comfortable win today. That s all he can do. He can t personally put the ball in the net and he can t control the decisions of inept (or corrupt) officials. This loss isn t on him! #WHUMUN #TenHag #ManUtd""""",no-hate
"Las Las that thing wey INEOS dey try to avoid by all means go still happen. Erik Ten Hag your days are countful. https://t.co/lM9HevMXlo""""",no-hate
"Erik ten Hag when United beat Barnsley 7-0 https://t.co/r8sBJPsHGl""""",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
" - Erik Ten Hag was FURIOUS with the penalty decision as he should! https://t.co/HxEXaEhwH7""""",no-hate
