text,label
"Erik Ten Hag after every game to those supporters who still want him at the club. #PremierLeague #ManchesterUnited #MUFC #WHUMUN #WestHamUnited https://t.co/ynukoxYirA""""",no-hate
"Sack Erik ten Hag he's not good for Manchester united pathetic""""",hate
"I would blame VAR and Players ... But still Erik Ten Hag has been average. should go""""",hate
"Erik Ten hag shouldn't even bother going to Carrington by morning""""",hate
"The UK needs to ban Erik Ten Hag from entering the country @Keir_Starmer @Keir_Starmer @Keir_Starmer""""",hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"ï¸ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Man United I mean it s Manchester United. He can t be 14th in the league. He can be https://t.co/bcDUXlNB0D""""",hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"Honestly sacking Erik Ten Hag isn t enough. I need him ****** in front of his family and for it to be televised live for the whole world especially his family to see""""",hate
"Y all protect Erik Ten Hag by all cause https://t.co/rG2fWPToZk""""",no-hate
"@unitedtunnel NO! And the won't retain Erik Ten Hag if the take over.""""",no-hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"@TenHagEra Erik Ten Hag brought this on himself... He is too stubborn why won't he change his formation and play Rasmus and Zirkzee? I really don't understand. As a once ardent supporter of his I feel it's time to sit on the fence and observe for a while before the dreaded Ten Hag *** .""""",no-hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"Sack Erik Ten Hag pls @ManUtd Enough is Enoughï¸""""",hate
"Man Utd told to immediately sack Erik ten Hag as replacement named 'He's had his time' https://t.co/411m1J0WfH""""",hate
"Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/PkMb45kpiP""""",no-hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"Erik Ten Hag is doing a great job at Manchester United. He s the perfect man for the job """"",no-hate
"Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar SolskjÃ¦r""""",hate
"Ineos and Jim ractiffe are longing to play truth or dare with erik ten hag so they can dare him to go home #ManchesterUnited""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"Sack Erik ten Hag he's not good for Manchester united pathetic""""",hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/Ak2NNHXfPN""""",no-hate
"VAR controversy gives Ten Hag another way to blame anything other than himself: Manchester United sit 14th in the Premier League with only 11 points yet once again Erik ten Hag got to blame the officials for a costly defeat. https://t.co/gtIJTKDNMV""""",no-hate
"Sack Erik Ten Hag pls @ManUtd Enough is Enoughï¸""""",hate
"ï¸ Erik ten Hag: I believe in my players. I trust them. I will encourage them to keep doing what we have been doing for long periods during this game and other games and then we will win more games. #MUFC https://t.co/M7Mwdz2wht""""",no-hate
"You know what I really love? How we credit Erik Ten Hag for the chances created and blame the players for the misses. Ten Hag created chances players missed them. Ten Hag won trophies the players??? #HeHasDoneHisWork """"",no-hate
"Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. """"",no-hate
"The UK needs to ban Erik Ten Hag from entering the country @Keir_Starmer @Keir_Starmer @Keir_Starmer""""",hate
"When I spoke to Erik ten hag he looks and spoke like a broken man""""",hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"A question for Erik ten Hag. Why create a system where Dalot finds himself infront of goal and cant score. Terrible miss btw. Why not create a system where those chances fall to your striker. Am sure Rasmus Hojlund scores 2-3 out of five of those.""""",hate
"I ll never forgive Erik ten Hag """"",hate
"@fairlyodd_tweet I don't understand you this man. Only 3 players out of the xl are not his (Bruno Rashford Dalot) No way you want me to believe the 3 Erik ten hag favourite boys are the reason he can't win games consistently.""""",no-hate
"Man Utd are paying the price for Erik ten Hag's rank incompetence ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Erik Ten Hag Will Be SACKED - But When? West Ham 2-1 Manhcester United |... https://t.co/ODW1WiOwpv via @YouTube""""",hate
"Erik ten hag needs to be banned from coaching. He's a crime against Manchester United.""""",hate
"INEOS are Manchester United fans going to wake to Erik ten Hag sack news?""""",no-hate
"Erik Ten Hag always Complaining """"",no-hate
"We've gone: W-D-L in the first 3 games of this run My feelings are already clear and with FOUR home games in a row now if Erik Ten Hag can't win ALL these games then he can have no excuses and he should lose his job. 4 wins from 14 games is simply unacceptable. #MUFC #WHUMUN""""",hate
"Erik ten Hag definitely hiding away and blowing bubbles this evening https://t.co/7MNXQwU78I""""",hate
"Erik Ten hag shouldn't even bother going to Carrington by morning""""",hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"@Crypto4bailout Erik ten hag must stay We stand with him""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. """"",no-hate
" Erik Ten Hag on the performance of his team: We created plenty of chances we won the game on xG so I am very pleased with the performance of my team. You can see we are progressing I am sure we will add to the two trophies we ve already won in the past two years https://t.co/TPCctY2b18""""",no-hate
"Early this year I said if @ManUtd refused to sack Erik Ten Hag she will end up at the lower part of the league. Manchester United is currently 14th in the league. But that's not where I was envisaging. People often wondered how a clue once contending for the league suddenly""""",no-hate
"@MaritStensby I don't have an agenda against Erik ten Hag I just don't support him anymore. That is really unfair.""""",hate
"Erik Ten Hag to sign new 3-year deal with Manchester United https://t.co/bQyapivMi3""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"@NoodleHairCR7 Erik Ten hag is the sleeper cell in the club he's gonna destroy Manchester United""""",hate
"INEOS are too scared to pull the trigger on Erik Ten Hag because they are scared to admit that they made a massive mistake by keeping him""""",no-hate
"@Ewuraofakind Yes we need him this evening. Ten Hag is shit """"",hate
"I think Erik Ten Hag should be collecting his letter this night!""""",no-hate
"@ManUtd Let's move on from Erik Ten Hag. Bring another manager""""",no-hate
"if you really hear us sack erik ten hag and sell dalot.""""",hate
"@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6""""",no-hate
"It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose.""""",no-hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"Once again before I will eat dinner it won t be well for Erik Ten hag""""",hate
"@UnitedStandMUFC I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",hate
"What Erik ten Hag is doing with Marcus Rashford is like Mikel Arteta moving Bukayo Saka to left back and shoving Ben White forward to be the focal point of Arsenal's attack. Madness.""""",no-hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"Losing today should be the final nail in the coffin for Erik ten hag @ManUtd #mufc @INEOSGrenadiers @INEOS Sack him NOW #TENHAGOUT @lauriewhitwell @FabrizioRomano @David_Ornstein""""",hate
"If by tomorow Erik Ten Hag is still the coach of Manchester United..... Then it is clear that the owners lack ambition for the club """"",hate
"Erik Ten Hag was the only one to get the rightfully full supporting system from the board first ever.""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week.""""",hate
"@TenHagBall_ Sack Erik Ten Hag already pls""""",hate
"Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst.""""",hate
"@TenHagEra Erik Ten Hag brought this on himself... He is too stubborn why won't he change his formation and play Rasmus and Zirkzee? I really don't understand. As a once ardent supporter of his I feel it's time to sit on the fence and observe for a while before the dreaded Ten Hag *** .""""",no-hate
"Erik ten Hag being sacked by November was on 99.9% of our bingo cards when he signed that 3 year contract in the summer. The only question is if he actually makes it to November at all. Surely United can't carry on like this for much longer. #MUFC""""",no-hate
"So it is Xavi. Ooh my Erik ten Hag is gone! Ooh Manchester United https://t.co/i3CT6HGsED""""",hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"ï¸ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Man United I mean it s Manchester United. He can t be 14th in the league. He can be https://t.co/bcDUXlNB0D""""",hate
"Erik Ten Hag Will Be SACKED - But When? West Ham 2-1 Manhcester United |... https://t.co/ODW1WiOwpv via @YouTube""""",hate
"I ll never forgive Erik ten Hag """"",hate
"Erik ten hag is making me hate bald people""""",hate
"Gutted that Erik Ten Hag's gonna be sacked tomorrow Provided the best entertainment to non Utd fans since Ralf Rangnick who provided the funniest moments since Ole Gunnar SolskjÃ¦r""""",hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
" Just Sack Erik Ten Hag? The Munde react to the West Ham loss and we talk about fans conspiracies about the managerial link with Xavi Hernandez. - https://t.co/Uox6FZcsBP https://t.co/t1OQTf5MMI""""",hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"@Ewuraofakind Yes we need him this evening. Ten Hag is shit """"",hate
"This is Erik Ten Hag his beautiful Wife and lovely Daughter. Ten Hag must stay https://t.co/Zrts7Re8AC""""",no-hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"Roma are going to sack their 2nd coach of the season after a stretch of poor results that has them in 11th place. But Manchester United who finished 8th last season and are currently in 14th place with a record of 3-2-4 are going to keep Erik Ten Hag. Small club.""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"When I spoke to Erik ten hag he looks and spoke like a broken man""""",hate
"@silas_timoteus_ It appears that a range of stakeholders including Manchester United supporters investors management and players are expressing dissatisfaction with the recent outcomes. This sentiment may lead to discussions about Erik Ten Hag s future at the club.""""",no-hate
"So it is Xavi. Ooh my Erik ten Hag is gone! Ooh Manchester United https://t.co/i3CT6HGsED""""",hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"I would blame VAR and Players ... But still Erik Ten Hag has been average. should go""""",hate
"Once again before I will eat dinner it won t be well for Erik Ten hag""""",hate
"@ManUtd At this rate @ManUtd we should be relegated for you sack Erik ten hag we need the motivation of a different manager everything now is pathetic. Do you even train this players?""""",hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"Two weeks ago after the scrappy win against Brentford I said it that if Man Utd was a serious club Erik ten Hag should be gone before Christmas. As a fresh secondary school leaver I started supporting Man Utd after the unprecedented treble feat in 1999. In my 25yrs of being a https://t.co/p77WWxFOdA""""",hate
"We stand with Erik Ten Hag in these difficult times. #TenHagIn""""",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"@ManUtd I deeply empathize with the person handling social media duties. It's difficult to find the right words to post after such a sorrowful day. It truly feels painful. Erik Ten Hag is the source and at heart of our frustration and pain. His stubbornness is baffling. The transition""""",hate
"@ManUtd Sack Erik ten Hag! He has overstayed his welcome """"",hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"@UtdBloke_ Rome wasn't built in a day bro! Have some patience. Erik Ten Hag is the right man for the job. """"",no-hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"Erik Ten Hag deÉ i leave him to my God. What a useless coach""""",hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"ERIK TEN HAG HAS LOST 18 OF HIS LAST 47 GAMES! WHY THE FUCK ARENT WE PROTESTING THROUGH THE STREETS!! HES DOING MORE DAMAGE TO OUR CLUB THAN THE FUCKING GLAZERS""""",hate
"i m gonna kill myself in front of erik ten hag to change the trajectory of his life forever in hopes that the trajectory of manchester united football club will change""""",hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
"Breaking Manchester United sacked Erik Ten hag #MUFC""""",no-hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"@FabrizioRomano Penalty or no penalty Erik Ten Hag Out! Get Erik out my club ASAP """"",hate
"@MufcWonItAll2 I never want to see managers sacked Erik Ten Hag should be sacked for buying Antony alone Pick one mate because you re starting to sound like the usual agenda brigade who will back their opinion ove what s best for the club https://t.co/kPmC9TIifU""""",no-hate
"@ManUtd Failure to sack Erik Ten Hag means Man Utd is meant to Relegate this season..""""",hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Breaking Manchester United sacked Erik Ten hag #MUFC""""",no-hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst.""""",hate
"ï¸ Erik ten Hag on speaking with the officials: I spoke with them. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #MUFC""""",no-hate
"@ManUtd It shall never be well with you you fool Erik Ten Hag""""",hate
"Matches played: 9 Point: 11 Man United's 9/11 When you are a Former Manchester United fan Forever Ronaldo fan and Erik Ten hag hater then you can sleep well nowadays I'm sleeping well .... https://t.co/IUCb7hy7oD""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"I hope we get the news tomorrow Erik ten Hag needs to leave ASAP! The mediocrity stinks""""",hate
"Erik ten hag resign or I m nicking your bike""""",hate
"@NoodleHairCR7 Erik Ten hag is the sleeper cell in the club he's gonna destroy Manchester United""""",hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/MjazWjATrc""""",no-hate
"All Manchester united coaches post Fergie Erik Ten Hag is the most luckiest coach None of the coaches post Fergie will survive sacking under this performance. #ManchesterUnited""""",no-hate
"@TenHagBall_ man we're still playing like a shit this bald erik ten hag """"",hate
"Erik Ten Hag to sign new 3-year deal with Manchester United https://t.co/bQyapivMi3""""",no-hate
"@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week.""""",hate
"@FabrizioRomano Any new news on Erik Ten Hag? @FabrizioRomano""""",no-hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"I just wanna have a little conversation with Erik ten Hag. It won't be long I promise https://t.co/NCKtxrrvID""""",no-hate
"Yes folks there was a time Manchester United got eelegated in the 1970s and it could happen again because the motherf**kers do not want to fire Erik Ten Hag! https://t.co/WrMTYrsTLO""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"Neville: Pressure on Ten Hag 'unbearable' if Man Utd lose to Chelsea Gary Neville says the pressure on Erik ten Hag will become unbearable if Manchester United lose to Chelsea next Sunday. CFB Streams NCAAF Live Stream https://t.co/AOLmyUSui8""""",no-hate
"Betting on Manchester United s Next Manager: Who Could Replace Erik ten Hag? https://t.co/VbTAZZgiK7 #MUFC #EPL""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/PkMb45kpiP""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
" Erik ten Hag for @BBCRMsport after the loss to West Ham! ï¸ https://t.co/eBlHEIJEsC""""",no-hate
"Manchester United needs a reset again. But this time it cannot be in the form of a manager who promises one thing and delivers confusion. Erik Ten Hag has had more than enough time to show his worth and the results have been underwhelming at best and disastrous at worst.""""",hate
"Erik ten Hag: Three times this season we feel injustice... When you are losing 1-0 you need big personality and character of the team and showed resilience to get back into it. Unfair and unjust the way we conceded the penalty. #WHUMUN #MUFC""""",no-hate
"@TimesSport Sack Erik Ten Hag this needs to end""""",hate
"@ManUtd At this rate @ManUtd we should be relegated for you sack Erik ten hag we need the motivation of a different manager everything now is pathetic. Do you even train this players?""""",hate
"@views09 We are not sacking Erik Ten hag""""",no-hate
"Erik ten hag needs to be banned from coaching. He's a crime against Manchester United.""""",hate
"You can Sack Erik Ten Hag look at this beautiful family he's the bread winner https://t.co/LrlEcNZT50""""",no-hate
"Investors will be monitoring any potential sudden shift on Utd s share price this week.Any dramatic drop in the price of Utd s shares on the New York Stock Exchange could be a strong signal that Erik Ten Hag has been sacked as manager.He is now hanging onto his job by a thread.""""",no-hate
"@ManUtd It shall never be well with you you fool Erik Ten Hag""""",hate
"@markgoldbridge Yes Have you met our manager Mark. Mr Erik Ten Hag !""""",no-hate
"In a gripping twist of fate Erik ten Hag decries the injustice of Manchester United's heartbreak against West Ham's last-minute penalty. Dive into the latest football news and uncover the emotions that shape the game. Read more at https://t.co/btxltrmc3M""""",no-hate
"Manchester United manager Erik ten Hag slammed the officials stating that he's experienced unfair treatment for the third time this season severely impacting the team's performance and table position. #MUFC https://t.co/XkA1hZSp9m""""",no-hate
"- Erik ten Hag on Diogo Dalot missed chance ï¸ It s not fair to pick one player.. #WHUMUN https://t.co/dAdTT4UZ6G""""",no-hate
"The fact that I so badly want Erik Ten Hag to succeed https://t.co/cWrwrXwvM6""""",no-hate
"Las Las that thing wey INEOS dey try to avoid by all means go still happen. Erik Ten Hag your days are countful. https://t.co/lM9HevMXlo""""",no-hate
" Erik Ten Hag's Man United have WON Just 3 of Their 14 Games This Season in All Competitions. â¬ï¸ Only ONE WIN in Their LAST 8 Games in All Competitions. Erik Ten Hag is a shit¸The First Manager in Man United's History to LOSE 14 Games in a Single PL Season Ever. https://t.co/5yolBVKHZT""""",hate
"Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked """"",hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"@TrollFootball Once united sack Erik Ten Hag some players should be sacked as well for the team to have shape again""""",hate
"Erik ten Hag has struggled to implement a consistent tactical vision and his team's lack of cohesion and frequent defensive lapses raise serious concerns about his managerial effectiveness.""""",no-hate
"Erik Ten Hag please which one is we will keep fighting cos we are strong when you are not even fighting for anything as a Club.""""",no-hate
"Don t worry guys Erik ten Hag will just refuse that result and we will be fine! #ETHOut #ManU""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"Erik Ten Hag is begging Manchester United owner Jim Ratcliffe to sack him after United lost 2-1 against West Ham today. (Parody) I made this using https://t.co/rNe1J8cXp3 #manchesterunited #manutd #manutdfans #manutdfc #eriktenhag #tenhag #tenhagout https://t.co/xtceHncKbZ""""",hate
"@ManUtd I want Erik ten hag to leave not because he's not good enough but this team has a very toxic environment from the board down the fans. He needs peace of mind away from the PGMOL English press and from us the fans. Let the team get an English coach and they should do whatever""""",no-hate
"@dartvarder Do you still back Erik Ten Hag?""""",no-hate
"Not tweeting till they sack Erik Ten Hag . https://t.co/DY6cmFlIHv""""",hate
"Manchester United manager Erik ten Hag slammed the officials stating that he's experienced unfair treatment for the third time this season severely impacting the team's performance and table position. #MUFC https://t.co/XkA1hZSp9m""""",no-hate
"Erik Ten hag shouldn't even bother going to Carrington by morning""""",hate
"@JanAageFjortoft Lot of Britis in the comments section justifying the 20 second pen. Last week Norris only got a 5 second pen. Memory of a goldfish""""",no-hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"@UtdBloke_ Rome wasn't built in a day bro! Have some patience. Erik Ten Hag is the right man for the job. """"",no-hate
"I ll never forgive Erik ten Hag """"",hate
"- Erik ten Hag on Diogo Dalot missed chance ï¸ It s not fair to pick one player.. #WHUMUN https://t.co/dAdTT4UZ6G""""",no-hate
"@ScholesEvilTwin No Erik ten Hag. They are steadily rebuilding the squad.""""",no-hate
"ï¸ Erik ten Hag: We feel an injustice there are so many things against us. We have to stick together and keep fighting. #MUFC https://t.co/jOGpJvJUHK""""",no-hate
"Once again before I will eat dinner it won t be well for Erik Ten hag""""",hate
"Losing today should be the final nail in the coffin for Erik ten hag @ManUtd #mufc @INEOSGrenadiers @INEOS Sack him NOW #TENHAGOUT @lauriewhitwell @FabrizioRomano @David_Ornstein""""",hate
" Erik Ten Hag's Man United have WON Just 3 of Their 14 Games This Season in All Competitions. â¬ï¸ Only ONE WIN in Their LAST 8 Games in All Competitions. Erik Ten Hag is a shit¸The First Manager in Man United's History to LOSE 14 Games in a Single PL Season Ever. https://t.co/5yolBVKHZT""""",hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/IW3aRvjzOi""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
"What an appalling amount of money Utd have spent and got so little in return from. Erik Ten Hag has either made some horrendously poor transfer choices or he hasn't got the best out of them. For me there are some on that list that have been a massive flop Antony for one! #mufc""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"We stand with Erik Ten Hag in these difficult times. #TenHagIn""""",no-hate
"Erik ten Hag is one more defeat away from selling CBD oil on here with Aldo""""",hate
"@ManUtd It shall never be well with you you fool Erik Ten Hag""""",hate
"I ve never seen a more smug delusional con artist than #ErikTenHag - at this point it s embarrassing that @ManUtd continue you subject us fans to this. Where is the accountability?! I have not seen him do anything but BRAG about his record and own personal achievements cc https://t.co/NfJih6qTUv""""",hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"@sportingking365 This is Erik Ten Hag his beautiful Wife and lovely Daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table https://t.co/tkQQF9HKy6""""",no-hate
"@1_3Aadz When Dalot went past the keeper what do you think Erik ten Hag should have told him to do instead?""""",no-hate
